program,date,title,artist,album,label
bytefm-am-morgen,2020-03-19,ICI (Short Version),Pupkulies & Rebecca,Krickow EP,Acker Records
bytefm-am-morgen,2020-03-19,Overload,Georgia Anne Muldrow,Overload,Brainfeeder
bytefm-am-morgen,2020-03-19,Image,Actress,Ghettoville,Werkdiscs
bytefm-am-morgen,2020-03-19,Punching Up,Flasher,Constant Image,Domino
bytefm-am-morgen,2020-03-19,Out Of Reach,Bananagun,Out Of Reach (Single),Full Time Hobby
bytefm-am-morgen,2020-03-19,Blacker Than Blue,The Grand Opening,Don't Look Back Into The Darkness,Tapete Records
bytefm-am-morgen,2020-03-19,Black Qualls (feat. Steve Lacy + Steve Arrington),Thundercat,Black Qualls (Single),Brainfeeder
bytefm-am-morgen,2020-03-19,Astray,Holograms,Holograms,Captured Tracks
bytefm-am-morgen,2020-03-19,Karussell,Swutscher,Wilde Deutsche Prärie,Staatsakt
bytefm-am-morgen,2020-03-19,Baby I'm Yours (Feat. Irfane) (Siriusmo Remix),Breakbot,Baby I'm Yours,Ed Banger
bytefm-am-morgen,2020-03-19,Don't Push Featuring Ty,Tettorybad,Unite,Toy's Factory
bytefm-am-morgen,2020-03-19,Need Your Lovin,Soul Clap,EFunk,Wolf + Lamb
bytefm-am-morgen,2020-03-19,Total Football,Parquet Courts,Wide Awake!,Rough Trade
bytefm-am-morgen,2020-03-19,Come Get Me,Stephen Malkmus,Groove Denied,Domino
bytefm-am-morgen,2020-03-19,S4,Breton,War Room Stories,Cut Tooth
bytefm-am-morgen,2020-03-20,"Try It, You'll Like It",Marvin Gaye,You’re The Man,Motown
bytefm-am-morgen,2020-03-20,Somehow Somewhere Someway,Ty,A Work Of Heart,Jazz Re:freshed
bytefm-am-morgen,2020-03-20,Someday (Extended Spirit Remix),Silent Poets,Someday,Yellow Productions
bytefm-am-morgen,2020-03-20,Miete Strom Gas,Die Tueren,Exoterik,Staatsakt
bytefm-am-morgen,2020-03-20,"Best Friends, Right?",Amy Winehouse,Lioness: Hidden Treasures,Universal
bytefm-am-morgen,2020-03-20,Never Forget,Session Victim,See You When You Get There,Delusions Of Grandeur
bytefm-am-morgen,2020-03-20,Looking For Love,Chromatics,Looking For Love,Italians Do It Better
bytefm-am-morgen,2020-03-20,Cruel Intentions,Simian Mobile Disco,Temporary Pleasure,Wichita
bytefm-am-morgen,2020-03-20,Room Temperature,Faye Webster,Room Temperature (Single),Secretly Canadian
bytefm-am-morgen,2020-03-20,Cannonball,The Breeders,Last Splash,4AD
bytefm-am-morgen,2020-03-20,Ouais,Antoine Léonpaul,"OUF, l'anthologie souterraine, 2015-2017",La Souterraine
bytefm-am-morgen,2020-03-20,Imagine,Snoop Dogg,The Blue Carpet Treatment,Geffen
bytefm-am-morgen,2020-03-20,Die Auswendigen Muster,Bratze,Die Auswendigen Muster Single,Audiolith
bytefm-am-morgen,2020-03-20,Each The Others World Entire,Moneybrother,Each The Others World Entire,RAR
bytefm-am-morgen,2020-03-20,Out Of Reach,Klaus Johann Grobe,Out Of Reach (Single),Trouble In Mind
bytefm-am-morgen,2020-03-20,Alles Was Du Verlierst,Die Regierung,Was,Staatsakt
bytefm-am-morgen,2020-03-20,I See The White,Jess Williamson,Cosmic Wink,Mexican Summer
bytefm-am-morgen,2020-03-20,Bad Weather,The Supremes,Bad Weather,It's So Hard For Me To Say Goodbye | Tamla Motown
bytefm-am-morgen,2020-03-20,Holding On,Tirzah,Devotion,Domino
bytefm-am-morgen,2020-03-20,Eva,Roberto Rodriguez,Dawn,Serenades
bytefm-am-morgen,2020-03-20,Der Sommer in die Stadt wird fahren,Die Sterne,Die Sterne,PIAS
bytefm-am-morgen,2020-03-20,Wo Gehst Du Heute Nacht Hin,Vierkanttretlager,Wo Gehst Du Heute Nacht Hin,Unter Schafen
bytefm-am-morgen,2020-03-20,Still Sound,Toro Y Moi,Underneath The Pine,Carpark
bytefm-am-morgen,2020-03-20,Magdeburg,Spröde Lippen,Nicht Schneller Nur Lauter,Latenz
bytefm-am-morgen,2020-03-20,I See Red,Frida,Something's Going On,Polar Music
bytefm-am-morgen,2020-03-20,I Want You So Bad,Orion,I Want You So Bad (Single),Italians Do It Better
bytefm-am-morgen,2020-03-20,Jaipur,Mr Twin Sister,Jaipur (Single),Twin Group
bytefm-am-morgen,2020-03-20,Club Bob Needed More Sex Drugs,Suff Daddy,Probably Broccoli,Club Bob Needed More Sex Drugs (Single) | Jakarta Records
bytefm-am-morgen,2020-03-20,Don't Let Get You Down,Wajatta,Don't Let Get You Down (Single),Brainfeeder
bytefm-am-morgen,2020-03-20,That Don't Mean,TrueMendous,That Don't Mean (Single),True Focus Records
bytefm-am-morgen,2020-03-20,Heatwave (Feat. Olivier St. Louis),Jazzanova,The Pool,Sonar Kollektiv
bytefm-am-morgen,2020-03-20,Soleil,Roosevelt,Sea,Greco-Roman
bytefm-am-morgen,2020-03-21,Space Samba (Disco Volador Theme),The Orielles,Disco Volador,Heavenly Recordings
bytefm-am-morgen,2020-03-21,This Is Industry,Calvin Harris,I Created Disco,Columbia
bytefm-am-morgen,2020-03-21,Punani Power,Ebow,Komplexität,Problembär Records
bytefm-am-morgen,2020-03-21,I'll Take You There,The Staple Singers,The Stax Story: The Hits,Stax
bytefm-am-morgen,2020-03-21,Terrorize My Heart (Disco Dub),79.5,,
bytefm-am-morgen,2020-03-21,Osaka Loop Line,Discovery,Discovery,XL Recordings
bytefm-am-morgen,2020-03-21,Summer Song,Ronnie Foster + Diamond D,"The New Groove, The Blue Note Remix Project",Blue Note
bytefm-am-morgen,2020-03-21,My Life (feat. Tame Impala),Zhu,My Life (Single),Mind Of A Genius
bytefm-am-morgen,2020-03-21,Nobody,Mitski,Be The Cowboy,Dead Oceans
bytefm-am-morgen,2020-03-21,In The Air,Allah-Las,Lahs,Mexican Summer
bytefm-am-morgen,2020-03-21,Love Came With All That It Brings,Villagers,The Art Of Pretending To Swim,Domino
bytefm-am-morgen,2020-03-21,Waiting For Grace (feat. Laetitia Sadier),Marker Starling,Waiting For Grace (Single),Tin Angel Records
bytefm-am-morgen,2020-03-21,Kiss My Lips (feat. Princess Chelsea),Jonathan Bree,Kiss My Lips (Single),Jonathan Bree
bytefm-am-morgen,2020-03-21,Natural,Julia Shapiro,Perfect Vision,Hardly Art
bytefm-am-morgen,2020-03-21,"Visions Of Someone Special, On A Wall Of Reflections",Melody's Echo Chamber,Bon Voyage,Domino | Fat Possum
bytefm-am-morgen,2020-03-21,Warning Bells,Bauchklang,Akusmatik,Bauchklang Records
bytefm-am-morgen,2020-03-21,Unwind Yourself,Marva Whitney,James Brown's Original Funky Divas,Universal
bytefm-am-morgen,2020-03-21,Apathy,Frankie Cosmos,Vessel,Sub Pop
bytefm-am-morgen,2020-03-21,It's Too Late,The Streets,Original Pirate Material,679 Recordings
bytefm-am-morgen,2020-03-21,Fast Slow Disco,St. Vincent,Fast Slow Disco (Single),Loma Vista Recordings
bytefm-am-morgen,2020-03-21,Bikes,Lucy Rose,Like I Used To,Columbia
bytefm-am-morgen,2020-03-21,Feel Right (Feat. Mystikal),Mark Ronson,Uptown Special,Columbia
bytefm-am-morgen,2020-03-21,Giving Up,Whitney,Giving Up (Single),Secretly Canadian
bytefm-am-morgen,2020-03-21,Didn't I,Darondo,Let My People Go,Luv N' Haight
bytefm-am-morgen,2020-03-21,I Saw The Light,Todd Rundgren,SomethingAnything?,Anything? | Rhino
bytefm-am-morgen,2020-03-21,Real Love,Chrysta Bell,This Train,QQ5
bytefm-am-morgen,2020-03-21,Perfecto,Hotel,Room 102,Anteprima Productions
bytefm-am-morgen,2020-03-21,Stop Or Go,The Pigeon Detectives,Wait For Me,Dance To The Radio
bytefm-am-morgen,2020-03-21,Disappear,Petite Noir,Disapper EP,Double Six Records
bytefm-am-morgen,2020-03-21,White Horse,Jessica 6,See The Light,Peacefrog
bytefm-am-morgen,2020-03-21,Parasol Woods,Manu Delago,Parasol Peak,One Little Indian
bytefm-am-morgen,2020-03-21,Was das was das,Erregung öffentlicher Erregung,TNG,Euphorie
bytefm-am-morgen,2020-03-21,Sneakin' In The Back,Tom Scott & The L.A. Express,Tom Scott & The L.A. Express,Ode Records
bytefm-am-morgen,2020-03-22,More (feat. Anderson .Paak),Flying Lotus,Flamagra,Warp Records
bytefm-am-morgen,2020-03-22,Sunset,Panda Bear,A Day With The Homies EP,Domino
bytefm-am-morgen,2020-03-22,Steady,LAL,LAL,Public Transit Recordings
bytefm-am-morgen,2020-03-22,Sozialisiert in der BRD,Botschaft,Sozialisiert in der BRD (Single),Kleine Untergrund Schallplatten
bytefm-am-morgen,2020-03-22,Anders Überlegt,Ryo Takeda,Grünes Rauschen,Zughafen
bytefm-am-morgen,2020-03-22,Umbé Data,RVDS & Rau,Thirtyfive Ways,Smallville
bytefm-am-morgen,2020-03-22,Coney Island Getaway,Joel Sarakula,Love Club,Légère Recordings
bytefm-am-morgen,2020-03-22,For You,Kristofer Åström,From Eagle To Sparrow,Startracks
bytefm-am-morgen,2020-03-22,Hold On,Alabama Shakes,Boys & Girls,Rough Trade
bytefm-am-morgen,2020-03-22,Zorro,Cristobal And The Sea,Peach Bells,City Slang
bytefm-am-morgen,2020-03-22,Chrysalis (Feat. Sacha Vee),Benny Tones,Chrysalis,BBE
bytefm-am-morgen,2020-03-22,Forrest Gump,Frank Ocean,Channel Orange,Island
bytefm-am-morgen,2020-03-22,Jesus Came To My Birthday Party,The Middle East,I Want That You Are Always Happy,PIAS
bytefm-am-morgen,2020-03-22,Muanapoto,Tshegue,Muanapoto (Single),Ekleroshock
bytefm-am-morgen,2020-03-22,Deployed (feat. Little Dragon),Sir Was,Deployed (Single),Memphis Industries
bytefm-am-morgen,2020-03-22,Old Man,Stella Donnelly,Old Man (Single),Secretly Canadian
bytefm-am-morgen,2020-03-22,Speak Low (Bent Remix),Billie Holiday,Verve Remixed 3,Verve
bytefm-am-morgen,2020-03-22,Anoxia,King Gizzard & The Lizard Wizard,Flying Microtonal Banana,Flightless
bytefm-am-morgen,2020-03-22,2 Hearts (Radio Edit),Digitalism,2 Hearts (Single),V2 | Cooperative Music
bytefm-am-morgen,2020-03-22,Love Life,Sugar Minott,The Roots Lover 1978-1983,Moll Selekta
bytefm-am-morgen,2020-03-22,The Look Of Love (Remix),J-88,The Look Of Love,Groove Attack Production
bytefm-am-morgen,2020-03-22,Leave In Silence,Depeche Mode,The Singles 81 > 85,Mute
bytefm-am-morgen,2020-03-22,I Wanna Jump,Ike & Tina Turner,Funkier Than A Mosquito's Tweeter,EMI
bytefm-am-morgen,2020-03-22,Ordinary Pleasure,Toro Y Moi,Ordinary Pleasure (Single),Carpark
bytefm-am-morgen,2020-03-22,Cry Everything,Kindness,Cry Everything (Single),Female Energy
bytefm-am-morgen,2020-03-22,Elvis' Flaming Star (Radio Edit),Pond,Elvis' Flaming Star (Single),Caroline
bytefm-am-morgen,2020-03-22,Blam,Georgia Anne Muldrow,Overload,Brainfeeder
bytefm-am-morgen,2020-03-22,True Love,Die Kerzen,Erotik International EP,Staatsakt
bytefm-am-morgen,2020-03-22,Baby,Ariel Pink,Mature Themes,4AD
bytefm-am-morgen,2020-03-22,Dive Down,Mile Me Deaf,Dive Down (Single),Siluh Records
bytefm-am-morgen,2020-03-22,Stand Divided,Plumes,Plumes,Plumes
bytefm-am-morgen,2020-03-22,Don't You Just Know It,Huey ''Piano'' Smith,Snatch - Stealin' Stones And Breakin' Bones,Universal
bytefm-am-morgen,2020-03-22,Far From Yours,O.C.,Jewelz,Payday | FFRR
bytefm-am-morgen,2020-03-23,You Goin' Miss Your Candyman,Terry Callier,What Color Is Love,Geffen
bytefm-am-morgen,2020-03-23,The Fall,Rhye,The Fall (EP),Polydor
bytefm-am-morgen,2020-03-23,A Second Skin,Girls Names,The New Life,Tough Love
bytefm-am-morgen,2020-03-23,Oy Oy Emine,Derya Yildirim & Grup Simsek,Oy Oy Emine (Single),Bongo Joe
bytefm-am-morgen,2020-03-23,Brown Sugar (Fine),Mos Def,Brown Sugar Soundtrack,MCA
bytefm-am-morgen,2020-03-23,Black Car,Black Tambourine,Complete Recordings,Slumberland
bytefm-am-morgen,2020-03-23,Soft Stud,Black Belt Eagle Scout,Mothers Of My Children,Saddle Creek
bytefm-am-morgen,2020-03-23,Unzerbrechlich,Casper,Hin Zur Sonne,667onemorethanthedevil
bytefm-am-morgen,2020-03-23,Bangsaen Lady,Khana Bierbood,Strangers From The Far East,Guruguru Brain
bytefm-am-morgen,2020-03-23,Sod In The Seed (Radio Edit),Why?,Sod In The Seed (Single),City Slang
bytefm-am-morgen,2020-03-23,Garota,Erlend Oye,Legao,Bubble Records Promo | VÖ: 03.10.14
bytefm-am-morgen,2020-03-23,Don't Cross,We Love,We Love,BPitch Control
bytefm-am-morgen,2020-03-23,Shadows Of Ourselves,Thievery Corporation,It Takes A Thief,Eighteenth Street Lounge Music
bytefm-am-morgen,2020-03-23,The Time Is Now (Edit),Moloko,The Time Is Now [Single],Roadrunner Records
bytefm-am-morgen,2020-03-23,SeeSaw (Feat. Romy),Jamie xx & Four Tet,SeeSaw (Single),Young Turks
bytefm-am-morgen,2020-03-23,Pineapple (feat. Moses Boyd & Néjira),Blue Lab Beats,Xover,Blue Adventure | AllPoints
bytefm-am-morgen,2020-03-23,Stupid Fish,Cherry Glazerr,Stuffed & Ready,Secretly Canadian
bytefm-am-morgen,2020-03-23,Teenage,Veronica Falls,Waiting For Something To Happen,Bella Union
bytefm-am-morgen,2020-03-23,Mystery,Boxed In,Boxed In,Nettwerk
bytefm-am-morgen,2020-03-23,Helicopter,XTC,Drums And Wires,Epic
bytefm-am-morgen,2020-03-23,Sound And Vision,David Bowie,Low,Parlophone
bytefm-am-morgen,2020-03-23,Ever Had A Little Faith?,Belle And Sebastian,Girls In Peacetime Want To Dance,Matador
bytefm-am-morgen,2020-03-23,"The Scott Steinway Trio (Montreux, 76)",88-Keys,The Beat Suite,Urban Theory
bytefm-am-morgen,2020-03-23,Romania,Godblesscomputers,Counter Future - A Sound Exposure Vol. 3,Equinox Records
bytefm-am-morgen,2020-03-23,Tried,Badbadnotgood & Little Dragon,Tried (Single),Ninja Tune
bytefm-am-morgen,2020-03-23,In In In,Zebra Katz,In In In (Single),ZFK Records
bytefm-am-morgen,2020-03-23,We Exist,Arcade Fire,Reflektor,Vertigo Berlin
bytefm-am-morgen,2020-03-23,Crepuscular Child,The Proper Ornaments,Six Lenins,Tapete
bytefm-am-morgen,2020-03-23,Daily Driver,Black Marble,Bigger Than Life,Sacred Bones
bytefm-am-morgen,2020-03-23,It Might Be Time,Tame Impala,It Might Be Time (Single),Modular
bytefm-am-morgen,2020-03-23,Nobody Hangs Out Anymore,London O'Connor,O?,True Panther Sounds
bytefm-am-morgen,2020-03-23,Rapture (Anita Baker Cover),Natalie Prass,Side By Side EP,
bytefm-am-morgen,2020-03-24,Initiative,Shopping,All Or Nothing,Fat Cat
bytefm-am-morgen,2020-03-24,LikeLikeLike,Sophie Hunger,The Danger Of Light,Two Gentlemen
bytefm-am-morgen,2020-03-24,Try To Be,Blue Hawaii,Untogether,Arbutus Records
bytefm-am-morgen,2020-03-24,Love Power,Dusty Springfield,Mojo Club Dancefloor Jazz Vol. 10 - Love Power,Universal Jazz
bytefm-am-morgen,2020-03-24,Water Me Down,Vagabon,Water Me Down (Single),Nonesuch
bytefm-am-morgen,2020-03-24,Die Letzte Gang Der Stadt,Casper,XOXO,Four Music
bytefm-am-morgen,2020-03-24,Get Down On The Floor,Yo Majesty,Futuristically Speaking… Never Be Afraid,Domino
bytefm-am-morgen,2020-03-24,When You Are Who You Are,Gil Scott-Heron,Pieces Of A Man,Flying Dutchman
bytefm-am-morgen,2020-03-24,Slumlord,Baxter Dury,Slumlord (Single),PIAS | Le Label
bytefm-am-morgen,2020-03-24,I Feel Alive,Tops,I Feel Alive (Single),Musique Tops
bytefm-am-morgen,2020-03-24,Finally Russian,Shi,<3 EP,3 EP | Creative Talents
bytefm-am-morgen,2020-03-24,Face The Facts,Foxygen,Seeing Other People,Jagjaguwar
bytefm-am-morgen,2020-03-24,Take Care In Your Dreams,Tindersticks,No Treasure But Hope,City Slang
bytefm-am-morgen,2020-03-24,Risk (feat. Bas),FKJ,Risk (Single),FKJ|AWAL
bytefm-am-morgen,2020-03-24,Imaginist,Space Invadas,Done It Again EP,BBE
bytefm-am-morgen,2020-03-24,Jammin' (Album Version),Bob Marley & MC Lyte,Jammin' Remixes,Island Def Jam Music Group
bytefm-am-morgen,2020-03-24,One Time,The Roots,Undun,Def Jam
bytefm-am-morgen,2020-03-24,Miss You,The Dynamics,Version Excursions,Groove Attack Productions
bytefm-am-morgen,2020-03-24,Narcissus,Roisin Murphy,Narcissus (Single),Mickey Murphy's Daughter Limited | BMG
bytefm-am-morgen,2020-03-24,Problems With The Sun,Nicolas Jaar,Space Is Only Noise,Circus Company
bytefm-am-morgen,2020-03-24,In All Directions,Reflekta Reflekta,Wildlife,Avantpop
bytefm-am-morgen,2020-03-24,More,Sorry,More (Single),Domino
bytefm-am-morgen,2020-03-24,Snake Road,Ron Sexsmith,Forever Endeavour,Cooking Vinyl
bytefm-am-morgen,2020-03-24,Grandma's Hands,Bill Withers,Best Of Bill Withers: Lean On Me,Columbia
bytefm-am-morgen,2020-03-24,Extend The Song (feat. Laetitia Sadier),Von Spar,Extend The Song (feat. Laetitia Sadier) (Single),Bureau B
bytefm-am-morgen,2020-03-24,Solar On The Rise,Tennis,Ritual In Repeat,Communion Records
bytefm-am-morgen,2020-03-24,Last Sniff (feat. MF Doom),Wilma Archer,Last Sniff (Single),Domino
bytefm-am-morgen,2020-03-24,But We Did,Thomas Dybdahl,What's Left Is Forever,Universal
bytefm-am-morgen,2020-03-24,Over The Fountain,Chevalier Avant Garde,Heterotopias,DeBonton
bytefm-am-morgen,2020-03-24,Nights Interlude,Nightmares On Wax,N.O.W. Is The Time,Warp
bytefm-am-morgen,2020-03-24,Stop Me (Feat. Daniel Merriweather),Mark Ronson,Version,Sony | BMG
bytefm-am-morgen,2020-03-24,Grey Day,Zoot Woman,Zoot Woman,Labels
bytefm-am-morgen,2020-03-24,Align,Mister Lies,Mowgli,Lefse
bytefm-am-morgen,2020-03-24,I Wish I Knew How It Would Feel To Be Free,Nina Simone,Silk & Soul,BMG
bytefm-am-morgen,2020-03-24,Roll With The Punches (Feat. Ty),Waxolutionists,Counterfight,Universal
bytefm-am-morgen,2020-03-24,Street,Jamie Woon,Mirrorwriting,Polydor
bytefm-am-morgen,2020-03-25,Deal Wiv It (feat. Slowthai),Mura Masa,Deal Wiv It (Single),Anchor Point | Polydor
bytefm-am-morgen,2020-03-25,Everything (Feat. Karin Park),Maya Jane Coles,Everything,I|AM|ME
bytefm-am-morgen,2020-03-25,I Know She Cares,The Dynamics,180.000 Miles & Counting,Big Single
bytefm-am-morgen,2020-03-25,Regimen,Masok,The Bigger The Risk,Raw Tapes
bytefm-am-morgen,2020-03-25,Neighbors And Township,The Sea And Cake,Runner,Thrill Jockey
bytefm-am-morgen,2020-03-25,Discovery,Warpaint,Warpaint,Rough Trade
bytefm-am-morgen,2020-03-25,What Moves,LA Priest,Gene,Domino
bytefm-am-morgen,2020-03-25,Such Great Heights,The Postal Service,Give Up,Sub Pop
bytefm-am-morgen,2020-03-25,Wheel Of Fortune,Memoriez,Wheel Of Fortune (Single),Bloodstream
bytefm-am-morgen,2020-03-25,Miss You,The Rapture,In The Grace Of Your Love,Cooperatvie Music
bytefm-am-morgen,2020-03-25,Gita,Moderat,Moderat II,Monkeytown
bytefm-am-morgen,2020-03-25,We Disappear,Jon Hopkins,Immunity,Domino
bytefm-am-morgen,2020-03-25,Dog,Scott Matthew,There Is An Ocean That Divides And With My Longing I Can Charge It With A Voltage That's So Violent To Cross It Could Mean Death,Glitterhouse
bytefm-am-morgen,2020-03-25,Summer In The City,The Lovin' Spoonful,Summer In The City,Kama Sutra
bytefm-am-morgen,2020-03-25,Wasting Time,Frivolous,Meteorolgy,Cadenza
bytefm-am-morgen,2020-03-25,Bugaboo,Hunney Pimp,Chicago Baby,Phat Penguin
bytefm-am-morgen,2020-03-25,99 Glimpses,Sofie,99 Glimpses (Single),Stones Throw
bytefm-am-morgen,2020-03-25,"Sitting, Waiting, Wishing",Jack Johnson,In Between Dreams,Brushfire Records
bytefm-am-morgen,2020-03-25,Check The Rhime,A Tribe Called Quest,The Low End Theory,Jive | Zomba
bytefm-am-morgen,2020-03-25,Morning Fun (Feat. Common),Vikter Duplaix,Morena,Morning Fun | White
bytefm-am-morgen,2020-03-25,It Makes You Forget (Itgehane),Peggy Gou,It Makes You Forget (Itgehane) (Single),Ninja Tune
bytefm-am-morgen,2020-03-25,Lady,Chromatics,Kill For Love,Italians Do It Better
bytefm-am-morgen,2020-03-25,Come To My Door (Acoustic Version),José James,It's All Over Your Body EP,Blue Note
bytefm-am-morgen,2020-03-25,We Broke Free,Metronomy,The English Riviera,Warner
bytefm-am-morgen,2020-03-25,Nostalgic Montage,Salami Rose Joe Louis,Nostalgic Montage (Single),Brainfeeder
bytefm-am-morgen,2020-03-25,Lucky One,Aquarama,Lucky One (Single),Fresh Yo! Label
bytefm-am-morgen,2020-03-25,Nexus (Feat. Robot Koch),Rain Dog,Two Words,Project: Mooncircle
bytefm-am-morgen,2020-03-25,I Didn't Know,Skinshape,Filoxiny,Lewis Recordings
bytefm-am-morgen,2020-03-25,White Noise White Heat,Elbow,Giants Of All Sizes,Universal
bytefm-am-morgen,2020-03-25,I Don't Love You Anymore,"Tyler, The Creator",Igor,Columbia
bytefm-am-morgen,2020-03-25,Traffic,Roman,Roman,Karaoke Kalk
bytefm-am-morgen,2020-03-25,Taken It All,Zoot Woman,Zoot Woman,Labels
bytefm-am-morgen,2020-03-25,Soon The New Day (Feat. Norah Jones),Talib Kweli,Eardrum,Blacksmith Music
bytefm-am-morgen,2020-03-26,Patience,Tame Impala,Patience (Single),Fiction Records
bytefm-am-morgen,2020-03-26,Lies,Is Tropical,Native To,Kitsuné|Cooperative Music
bytefm-am-morgen,2020-03-26,Cold Win,Ghostpoet,Some Say I So I Say Light,PIAS
bytefm-am-morgen,2020-03-26,The Escapist,The Streets,Everything Is Borrowed,679 Recordings
bytefm-am-morgen,2020-03-26,Sugar,Ora The Molecule,Sugar (Single),Uhh Ahh Records
bytefm-am-morgen,2020-03-26,Welcome To The World Of The Plastic Beach (Feat. Snoop Dogg & Hypnotic Brass Ensemble),Gorillaz,Plastic Beach,Parlophone | Virgin
bytefm-am-morgen,2020-03-26,5 Seconds,Clarence + Napoleon,Breaking The Silence,Ferryhouse Production
bytefm-am-morgen,2020-03-26,Reflector,Antelope,Reflector,Dischord
bytefm-am-morgen,2020-03-26,Blind II,The Underground Youth,Montages Of Lust & Fear,Fuzz Club
bytefm-am-morgen,2020-03-26,Ghost,Bad Hammer,Extended Play,Italian Island | Doom Chakra Tapes
bytefm-am-morgen,2020-03-26,Head On,Man Man,On Oni Pond,Epitaph
bytefm-am-morgen,2020-03-26,Shimmy,Midnight Sister,Saturn Over Sunset,Jagjaguwar
bytefm-am-morgen,2020-03-26,Happy Unhappy,The Beths,Future Me Hates Me,Carpark
bytefm-am-morgen,2020-03-26,Everybody Here Hates You,Courtney Barnett,Everybody Here Hates You (Single),Marathon Artists
bytefm-am-morgen,2020-03-26,Eye (Can't See),Nightmares On Wax,Feelin' Good,Warp
bytefm-am-morgen,2020-03-26,Can You Believe It?,Martha Wainwright,Come Home To Mama,Universal
bytefm-am-morgen,2020-03-26,Natural,Nov3l,Natural,To Whom It May Concern (Single) | Meat Machine
bytefm-am-morgen,2020-03-26,U-Bahn (Featuring Axel Bosse),Oliver Koletzki,Großstadtmärchen,Stil Vor Talent
bytefm-am-morgen,2020-03-26,Friends,Nas & Damian Marley,Distant Relatives,Universal
bytefm-am-morgen,2020-03-26,No Idol,DJ Haram,Grace,Hyperdub
bytefm-am-morgen,2020-03-26,Little Girl Blue (Postal Service Remix),Nina Simone,Verve Remixed 3,Verve
bytefm-am-morgen,2020-03-26,Seein' Doe,S3 (Miles Bonny & Brenk Sinatra),Supa Soul Sh*t,MPM
bytefm-am-morgen,2020-03-26,Boss,Little Simz,Grey Area,Age 101
bytefm-am-morgen,2020-03-26,Till We Die (Feat. Nina Kinert) (Original),Tomas Barfod,Till We Die,Get Physical
bytefm-am-morgen,2020-03-26,OMG,Sampa The Great,The Return,Ninja Tune
bytefm-am-morgen,2020-03-26,Keep It Low (Radio Edit),The Hundred In The Hands,Keep It Low (Single),Warp
bytefm-am-morgen,2020-03-26,'Cause Of Lovin,Marbert Rocel,Small Hours,Compost
bytefm-am-morgen,2020-03-26,Look At Stars,Sbtrkt,Step In Shadows EP,Young Turks
bytefm-am-morgen,2020-03-26,I'm Getting Ready,Michael Kiwanuka,Home Again,Polydor | Universal
bytefm-am-morgen,2020-03-26,Loyalty,Phillip Boa & The Voodooclub,Loyalty,Cargo
bytefm-am-morgen,2020-03-26,Answering Machine,Shit Robot,From The Cradle To The Rave,DFA
bytefm-am-morgen,2020-03-26,No You Girls,Franz Ferdinand,Tonight: Franz Ferdinand,Domino
bytefm-am-morgen,2020-03-27,Flourish (feat. Angel Bat Dawid),A. Billi Free,I Luma,Tokyo Dawn Records
bytefm-am-morgen,2020-03-27,The Curse Of Greyface,Mickey Moonlight And The Time Axis Manipulation Corporation,Sixteen Brief And Inconsequential Images …Glimpses Of Scenes Flickering By…,Ed Banger
bytefm-am-morgen,2020-03-27,One More Chance (Radio Edit),Bloc Party,One More Chance,Wichita
bytefm-am-morgen,2020-03-27,Far Away,Jessie Reyez,Far Away (Single),Island Records
bytefm-am-morgen,2020-03-27,Echoes,Jamie Woon,Mirrorwriting,Polydor
bytefm-am-morgen,2020-03-27,Good Times Roll Pt. 2,RJD2,Deadringer: Deluxe,RJ's Electrical Connections
bytefm-am-morgen,2020-03-27,Something New,Babe Rainbow,Today,30th Century Records
bytefm-am-morgen,2020-03-27,Hey Hey Baby,Ben Sidran,"Too Slow to Disco, Vol. 2",How Do You Are?
bytefm-am-morgen,2020-03-27,Please Release Me,The Proper Ornaments,Six Lenins,Tapete
bytefm-am-morgen,2020-03-27,Don't Stop,S3 (Miles Bonny & Brenk Sinatra),Supa Soul Sh*t,MPM
bytefm-am-morgen,2020-03-27,In Tatters (Feat. Kelela Mizanekristos),Daedelus,Bespoke,Ninja Tune
bytefm-am-morgen,2020-03-27,Master & Servant,Nouvelle Vague,3,Peacefrog
bytefm-am-morgen,2020-03-27,Smug,Polica,Shulamith,Memphis Industries
bytefm-am-morgen,2020-03-27,Shuggie,Foxygen,We Are The 21st Century Ambassadors Of Peace & Magic,Jagjaguwar
bytefm-am-morgen,2020-03-27,Archangel,Burial,Untrue,Hyperdub
bytefm-am-morgen,2020-03-27,Getaway,Dr. John,Locked Down,Nonesuch
bytefm-am-morgen,2020-03-27,There Can Be Only One,Cass McCombs,Big Wheel And Others,Domino
bytefm-am-morgen,2020-03-27,Cool Off,Missy Elliott,Iconology,Atlantic
bytefm-am-morgen,2020-03-27,Don't Stop The Dance,The Bryan Ferry Orchestra,The Jazz Age,BMG
bytefm-am-morgen,2020-03-27,He Hit Me,Anika,Anika EP,Stones Throw
bytefm-am-morgen,2020-03-27,Love For $ale (Feat. Roots Manuva),Jamie Cullum,Love For $ale,Island
bytefm-am-morgen,2020-03-27,I Drive,Lower Dens,The Competition,Ribbon Music
bytefm-am-morgen,2020-03-27,Pains,Silk Rhodes,Pains 45,Stones Throw
bytefm-am-morgen,2020-03-27,Niemand (Was Wir Nicht Tun),Joy Denalane,Maureen,Nesola
bytefm-am-morgen,2020-03-27,The Wheel,Sohn,Tremors,4AD
